CustomerKey,Fullname,BirthDate,Marital Status,Gender,DateFirstPurchase,CustomerType,Continent,Country,Province
5740,Cory Weber,1939-06-27,Married,Male,2003-09-08,Person,Asia,Australia,New South Wales
5741,Elijah Li,1940-10-26,Married,Male,2001-08-03,Person,Asia,Australia,Victoria
5742,Alan Xu,1940-09-07,Married,Male,2001-08-04,Person,Asia,Australia,New South Wales
5743,Mitchell R Pal,1940-11-12,Married,Male,2001-08-25,Person,Asia,Australia,New South Wales
5744,Ariana Stewart,1942-05-20,Married,FEMALE,2001-08-01,Person,Asia,Australia,New South Wales
5745,Lacey Guo,1942-06-15,Married,FEMALE,2001-08-19,Person,Asia,Australia,New South Wales
5746,Krista J Moreno,1942-11-24,Single,FEMALE,2001-08-10,Person,Asia,Australia,Queensland
5747,Brianna W Peterson,1976-11-05,Single,FEMALE,2003-09-01,Person,North America,United States,Oregon
5748,Alexander S Davis,1975-06-14,Single,Male,2004-01-01,Person,North America,United States,Oregon
5749,Patrick J Peterson,1975-06-01,Single,Male,2004-06-10,Person,North America,United States,California
5750,Aaron Coleman,1974-05-10,Single,Male,2004-06-07,Person,North America,United States,California
5751,Seth Sanders,1974-05-11,Married,Male,2003-09-22,Person,North America,United States,California
5752,Aaron C Scott,1973-12-13,Married,Male,2004-01-21,Person,North America,United States,Washington
5753,Mason Wright,1973-02-27,Single,Male,2004-02-18,Person,North America,United States,California
5754,Rachel Harris,1972-02-23,Single,FEMALE,2004-04-21,Person,North America,United States,Oregon
5755,Alex M Bell,1972-12-05,Single,Male,2003-09-18,Person,North America,Canada,British Columbia
5756,Olivia James,1972-07-26,Married,FEMALE,2004-04-21,Person,North America,United States,Washington
5757,Richard Allen,1968-09-18,Married,Male,2004-04-18,Person,North America,United States,Washington
5758,Mackenzie A Cox,1967-07-03,Married,FEMALE,2004-07-03,Person,North America,United States,Oregon
5759,Justin E Perry,1967-11-18,Married,Male,2003-12-06,Person,North America,Canada,British Columbia
5760,Jasmine B Bell,1967-07-03,Married,FEMALE,2004-04-25,Person,North America,United States,California
5761,Sydney Alexander,1959-08-11,Single,FEMALE,2003-09-11,Person,North America,United States,California
5762,Angel A Ward,1972-12-12,Single,Male,2004-03-24,Person,North America,United States,Washington
5763,Franklin Ferrier,1972-07-26,Married,Male,2004-03-25,Person,North America,United States,Washington
5764,Juan R Suarez,1973-11-04,Married,Male,2003-10-13,Person,North America,Canada,British Columbia
5765,Thomas Davis,1973-05-23,Married,Male,2003-11-22,Person,North America,Canada,British Columbia
5766,Dalton R White,1973-07-07,Married,Male,2004-01-29,Person,North America,United States,Washington
5767,Summer G Arun,1973-08-04,Single,FEMALE,2004-05-07,Person,North America,United States,California
5768,Rafael M Liu,1973-04-05,Married,Male,2003-09-15,Person,North America,United States,California
5769,Eduardo R Barnes,1973-07-10,Married,Male,2004-07-23,Person,North America,United States,California
5770,Tyler J Walker,1971-10-24,Married,Male,2004-04-19,Person,North America,United States,California
5771,Charles Rogers,1971-09-22,Married,Male,2004-03-10,Person,North America,United States,California
5772,Ian Walker,1972-12-24,Married,Male,2003-08-27,Person,North America,Canada,British Columbia
5773,Morgan S Parker,1972-01-15,Married,FEMALE,2003-09-16,Person,North America,Canada,British Columbia
5774,David E Lal,1972-11-06,Married,Male,2004-01-09,Person,North America,United States,Oregon
5775,Eduardo R Perry,1972-02-11,Single,Male,2003-12-17,Person,North America,United States,Washington
5776,Sarah L Russell,1972-09-17,Married,FEMALE,2004-03-22,Person,North America,United States,California
5777,Dalton Lewis,1970-03-22,Married,Male,2004-03-31,Person,North America,United States,Washington
5778,Cameron J Simmons,1944-09-04,Married,Male,2003-08-28,Person,North America,United States,Oregon
5779,Blake G Hayes,1944-09-03,Single,Male,2004-04-29,Person,North America,United States,California
5780,Morgan A Watson,1944-10-27,Married,FEMALE,2004-04-26,Person,North America,United States,California
5781,Carlos Bailey,1945-09-24,Married,Male,2004-03-08,Person,North America,United States,Washington
5782,Dylan Chen,1945-06-18,Married,Male,2003-08-02,Person,North America,United States,California
5783,Lucas Clark,1946-02-21,Married,Male,2004-04-10,Person,North America,United States,Washington
5784,Grace R Barnes,1946-12-07,Married,FEMALE,2004-05-25,Person,North America,United States,Washington
5785,Chloe Long,1946-02-10,Married,FEMALE,2003-11-03,Person,North America,Canada,British Columbia
5786,Christian R Lee,1946-08-12,Married,Male,2004-04-02,Person,North America,United States,Washington
5787,Lucas A Reed,1946-09-24,Married,Male,2004-04-28,Person,North America,United States,California
5788,Nicole J Jackson,1946-04-26,Single,FEMALE,2004-05-28,Person,North America,United States,California
5789,Ronnie J Gao,1947-04-14,Married,Male,2003-10-17,Person,North America,United States,California
5790,Jennifer R Harris,1947-09-21,Married,FEMALE,2004-06-21,Person,North America,United States,Washington
5791,Hunter A Lopez,1947-02-10,Married,Male,2004-06-27,Person,North America,United States,Oregon
5792,Leonard F Yuan,1947-05-07,Single,Male,2003-11-24,Person,North America,Canada,British Columbia
5793,Maria Torres,1947-06-10,Married,FEMALE,2003-07-21,Person,North America,United States,California
5794,Savannah F Hernandez,1947-05-07,Single,FEMALE,2003-07-11,Person,North America,United States,California
5795,Taylor Cook,1947-04-20,Married,FEMALE,2003-07-19,Person,North America,United States,Washington
5796,Regina J Garcia,1947-05-04,Married,FEMALE,2004-05-27,Person,North America,United States,California
5797,Kaitlyn F Martin,1948-06-05,Single,FEMALE,2003-11-18,Person,North America,United States,Washington
5798,Evan V Reed,1948-11-18,Married,Male,2003-07-12,Person,North America,United States,Washington
5799,Latasha Martin,1948-05-04,Married,FEMALE,2003-07-20,Person,North America,United States,California
5800,Stephanie Gonzales,1948-10-07,Married,FEMALE,2003-07-27,Person,North America,United States,California
5801,Jordan M Roberts,1949-06-21,Married,FEMALE,2003-12-19,Person,North America,Canada,British Columbia
5802,Jasmine Henderson,1949-01-22,Single,FEMALE,2004-03-13,Person,North America,United States,Washington
5803,Lucas Allen,1949-07-12,Single,Male,2003-08-21,Person,North America,United States,Washington
5804,Marcus L Peterson,1949-07-21,Married,Male,2003-07-18,Person,North America,United States,Washington
5805,Adam W Zhang,1950-12-20,Married,Male,2003-07-19,Person,North America,United States,Oregon
5806,Fernando H Allen,1950-03-14,Single,Male,2003-07-19,Person,North America,United States,Oregon
5807,Louis Zhao,1950-08-04,Married,Male,2004-06-09,Person,North America,United States,California
5808,Virginia J Suri,1950-10-05,Married,FEMALE,2003-07-18,Person,North America,United States,California
5809,Jessica R Long,1950-10-04,Married,FEMALE,2004-03-19,Person,North America,United States,California
5810,Bailey A Sanders,1950-06-24,Single,FEMALE,2004-04-18,Person,North America,United States,California
5811,Michael E Rodriguez,1951-09-01,Married,Male,2004-02-10,Person,North America,Canada,British Columbia
5812,Luis R Zhang,1951-04-19,Married,Male,2003-08-31,Person,North America,United States,Washington
5813,Alexa Richardson,1951-09-13,Married,FEMALE,2003-08-20,Person,North America,United States,California
5814,Carson Diaz,1951-04-14,Married,Male,2004-05-27,Person,North America,United States,California
5815,Isabella D Collins,1951-08-12,Single,FEMALE,2003-08-07,Person,North America,United States,California
5816,Jacob Brown,1951-05-10,Married,Male,2004-07-13,Person,North America,United States,California
5817,Julia R Miller,1951-03-11,Married,FEMALE,2004-07-07,Person,North America,United States,California
5818,Evan Peterson,1951-12-20,Married,Male,2004-04-15,Person,North America,United States,California
5819,Gabrielle Reed,1951-02-03,Married,FEMALE,2004-04-09,Person,North America,United States,California
5820,Dalton Cox,1952-07-03,Married,Male,2004-04-15,Person,North America,United States,Washington
5821,Isabella Gray,1952-01-13,Married,FEMALE,2004-02-22,Person,North America,Canada,British Columbia
5822,Mary Carter,1958-07-20,Married,FEMALE,2003-01-04,Person,Europe,Germany,North Rhine-Westphalia
5823,Marshall Lin,1958-11-28,Married,Male,2002-11-11,Person,Europe,United Kingdom,England
5824,Stacy Ruiz,1958-07-20,Married,FEMALE,2002-11-10,Person,Europe,United Kingdom,England
5825,Randall J Munoz,1957-05-17,Married,Male,2003-01-22,Person,Europe,Germany,Berlin
5826,Susan Zeng,1957-08-04,Married,FEMALE,2004-05-20,Person,Europe,Germany,North Rhine-Westphalia
5827,Roberto A Vazquez,1957-11-12,Married,Male,2003-02-25,Person,Europe,Germany,North Rhine-Westphalia
5828,Jeffery C Chen,1957-02-18,Married,Male,2002-11-15,Person,Europe,United Kingdom,England
5829,Logan R Mitchell,1956-02-10,Married,Male,2002-11-16,Person,Europe,United Kingdom,England
5830,Wayne C Lal,1956-04-27,Married,Male,2002-11-08,Person,Europe,United Kingdom,England
5831,Alexandra M Hall,1955-10-21,Married,FEMALE,2003-02-02,Person,Europe,Germany,North Rhine-Westphalia
5832,Theodore T Vazquez,1955-05-12,Married,Male,2002-11-25,Person,Europe,United Kingdom,England
5833,Isaiah J Parker,1932-06-12,Single,Male,2004-04-24,Person,North America,United States,Washington
5834,Richard L Cooper,1932-08-24,Married,Male,2004-04-30,Person,North America,United States,California
5835,Morgan J Peterson,1933-07-21,Single,FEMALE,2003-11-27,Person,North America,Canada,British Columbia
5836,Noah Nelson,1933-10-14,Married,Male,2004-04-14,Person,North America,United States,Washington
5837,David Thomas,1965-11-22,Married,Male,2004-02-17,Person,North America,Canada,British Columbia
5838,Elizabeth K Jackson,1965-10-23,Married,FEMALE,2004-02-05,Person,North America,Canada,British Columbia
5839,Jonathan R Griffin,1965-01-16,Single,Male,2004-04-02,Person,North America,United States,California
5840,Julia F Ross,1965-06-19,Married,FEMALE,2004-04-12,Person,North America,United States,California
5841,Xavier Torres,1964-03-14,Married,Male,2003-11-25,Person,North America,Canada,British Columbia
5842,James E Turner,1964-11-16,Married,Male,2003-08-29,Person,North America,Canada,British Columbia
5843,Jenny R Yang,1964-04-09,Married,FEMALE,2004-04-27,Person,North America,United States,California
5844,Jimmy Ramos,1964-02-16,Single,Male,2004-04-29,Person,North America,United States,California
5845,Emma C Robinson,1964-07-25,Married,FEMALE,2004-04-24,Person,North America,United States,California
5846,Andrea M Adams,1964-09-15,Single,FEMALE,2004-04-07,Person,North America,United States,California
5847,James G Phillips,1963-05-09,Single,Male,2003-08-25,Person,North America,Canada,British Columbia
5848,Eduardo Hall,1963-03-23,Married,Male,2003-12-16,Person,North America,Canada,British Columbia
5849,Jessica Thomas,1963-04-07,Single,FEMALE,2003-08-04,Person,North America,Canada,British Columbia
5850,Jonathan Collins,1963-09-28,Married,Male,2004-06-06,Person,North America,Canada,British Columbia
5851,Jessica Jenkins,1963-10-02,Single,FEMALE,2004-04-06,Person,North America,United States,Washington
5852,Kevin L Hayes,1963-04-01,Single,Male,2004-04-25,Person,North America,United States,California
5853,Kate She,1963-06-07,Single,FEMALE,2004-04-17,Person,North America,United States,California
5854,Christina A Bailey,1963-02-20,Single,FEMALE,2004-06-22,Person,North America,United States,California
5855,Seth L Adams,1963-08-27,Married,Male,2004-04-06,Person,North America,United States,California
5856,Evelyn Srini,1962-11-13,Married,FEMALE,2004-04-18,Person,North America,Canada,British Columbia
5857,Erin Rivera,1962-12-11,Married,FEMALE,2004-02-29,Person,North America,United States,Washington
5858,Lawrence C Munoz,1962-12-18,Married,Male,2003-11-05,Person,North America,United States,Washington
5859,Jan Lopez,1962-08-13,Married,FEMALE,2004-06-09,Person,North America,United States,Washington
5860,Jack E Kumar,1962-08-21,Single,Male,2004-04-19,Person,North America,United States,Washington
5861,Haley M Rogers,1962-03-17,Married,FEMALE,2003-09-13,Person,North America,United States,California
5862,Luis Sharma,1962-06-10,Single,Male,2004-07-16,Person,North America,United States,California
5863,Timothy A Nelson,1962-12-20,Married,Male,2004-07-16,Person,North America,United States,California
5864,Kaitlyn W Clark,1961-08-11,Married,FEMALE,2003-09-06,Person,North America,United States,Oregon
5865,Grace Ramirez,1961-05-06,Single,FEMALE,2004-04-28,Person,North America,United States,Washington
5866,Jordyn Diaz,1961-06-06,Married,FEMALE,2004-04-24,Person,North America,United States,California
5867,Alexandra G Parker,1961-10-26,Married,FEMALE,2004-04-15,Person,North America,United States,California
5868,Katelyn King,1961-08-26,Single,FEMALE,2004-04-06,Person,North America,United States,California
5869,Xavier A Jackson,1961-02-04,Married,Male,2004-04-18,Person,North America,United States,California
5870,Vanessa B Patterson,1961-02-01,Married,FEMALE,2004-04-06,Person,North America,United States,California
5871,Andrea M Morgan,1955-10-02,Married,FEMALE,2003-08-07,Person,North America,Canada,British Columbia
5872,Anna A Clark,1955-02-11,Married,FEMALE,2004-04-09,Person,North America,United States,California
5873,Samuel A Taylor,1954-02-27,Married,Male,2004-04-18,Person,North America,United States,California
5874,Damien A Deng,1935-03-14,Married,Male,2004-01-24,Person,North America,Canada,Alberta
5875,Leslie E Munoz,1935-09-01,Single,FEMALE,2003-11-17,Person,North America,United States,California
5876,Samantha A Diaz,1935-02-27,Married,FEMALE,2003-12-26,Person,North America,United States,California
5877,Jackson Sharma,1936-06-05,Married,Male,2003-10-26,Person,North America,Canada,British Columbia
5878,Katelyn W Adams,1936-09-02,Single,FEMALE,2003-08-19,Person,North America,United States,Washington
5879,Devin Young,1936-11-19,Single,Male,2003-08-27,Person,North America,United States,Oregon
5880,Morgan D Taylor,1936-02-28,Single,FEMALE,2003-08-30,Person,North America,United States,Oregon
5881,Edgar M Patel,1936-11-22,Married,Male,2004-04-26,Person,North America,United States,California
5882,Ruben A Alonso,1936-02-11,Married,Male,2004-04-30,Person,North America,United States,California
5883,Robert G Young,1960-06-15,Single,Male,2004-04-27,Person,North America,United States,Oregon
5884,Tyler A Davis,1960-12-28,Single,Male,2004-07-08,Person,North America,United States,California
5885,Richard J Miller,1954-08-08,Married,Male,2003-10-08,Person,North America,United States,Washington
5886,Garrett D Cook,1954-06-06,Married,Male,2003-09-17,Person,North America,United States,Oregon
5887,Aidan Flores,1954-10-19,Married,Male,2003-08-08,Person,North America,United States,Oregon
5888,Cody L Rivera,1954-08-11,Married,Male,2003-08-24,Person,North America,United States,California
5889,Arianna A Hughes,1954-02-18,Single,FEMALE,2003-08-12,Person,North America,United States,California
5890,Daniel R Rodriguez,1954-09-06,Single,Male,2003-09-11,Person,North America,United States,California
5891,Timothy Reed,1954-03-03,Married,Male,2003-09-15,Person,North America,United States,Washington
5892,Natalie Gonzales,1954-11-09,Married,FEMALE,2004-05-30,Person,North America,United States,California
5893,Rebecca Evans,1954-02-10,Married,FEMALE,2004-04-27,Person,North America,United States,California
5894,Isaac M Howard,1953-07-03,Single,Male,2004-04-19,Person,North America,United States,Washington
5895,Abigail Walker,1953-02-12,Single,FEMALE,2003-09-08,Person,North America,United States,Oregon
5896,Chloe Gonzales,1952-06-15,Married,FEMALE,2003-09-20,Person,North America,United States,California
5897,Natalie Perez,1952-10-21,Married,FEMALE,2003-09-17,Person,North America,United States,California
5898,Lauren A Torres,1952-08-22,Single,FEMALE,2003-09-02,Person,North America,United States,California
5899,Angel W Reed,1952-05-10,Married,Male,2003-09-27,Person,North America,United States,California
5900,Whitney C Sanchez,1937-10-01,Married,FEMALE,2003-12-18,Person,North America,United States,Washington
5901,Miguel R Jones,1937-11-21,Married,Male,2004-02-18,Person,North America,United States,California
5902,Ricky Munoz,1937-10-24,Married,Male,2004-03-28,Person,North America,United States,California
5903,Shawn J She,1938-10-07,Single,Male,2003-11-24,Person,North America,Canada,British Columbia
5904,Ian P Wright,1938-08-02,Single,Male,2004-05-15,Person,North America,United States,California
5905,Arianna G Bailey,1938-07-11,Married,FEMALE,2004-04-12,Person,North America,United States,California
5906,Janet R Stewart,1938-04-10,Married,FEMALE,2004-02-04,Person,North America,United States,California
5907,Brittany Flores,1938-08-12,Married,FEMALE,2004-02-11,Person,North America,Canada,British Columbia
5908,Sarah J Hall,1939-03-21,Single,FEMALE,2004-04-27,Person,North America,United States,California
5909,Kristi C Patel,1939-06-02,Single,FEMALE,2004-04-08,Person,North America,United States,Washington
5910,Chloe M Walker,1939-11-10,Married,FEMALE,2004-04-29,Person,North America,United States,California
5911,Ryan J Diaz,1939-06-14,Married,Male,2003-08-17,Person,North America,Canada,British Columbia
5912,Caleb Patterson,1940-04-19,Married,Male,2004-03-14,Person,North America,United States,Washington
5913,Dalton A Patterson,1940-03-07,Married,Male,2004-05-29,Person,North America,United States,Washington
5914,Marcus Flores,1940-11-12,Single,Male,2004-02-24,Person,North America,United States,Oregon
5915,Alexandra K Campbell,1968-10-24,Married,FEMALE,2004-05-31,Person,North America,United States,Washington
5916,Mason Phillips,1968-09-06,Married,Male,2004-05-31,Person,North America,United States,Washington
5917,Cheryl M Dominguez,1968-06-23,Single,FEMALE,2004-05-16,Person,North America,United States,South Carolina
5918,Brett B Subram,1968-02-03,Married,Male,2004-06-11,Person,North America,United States,California
5919,Alexandria L Cox,1979-08-11,Single,FEMALE,2004-07-19,Person,North America,United States,Washington
5920,Kaitlin Sullivan,1944-10-18,Married,FEMALE,2003-10-20,Person,Asia,Australia,New South Wales
5921,Eduardo Stewart,1979-01-17,Married,Male,2003-09-25,Person,North America,United States,California
5922,Edwin Jai,1978-11-14,Married,Male,2003-11-14,Person,North America,Canada,Alberta
5923,Emma F Jackson,1978-02-02,Single,FEMALE,2004-07-25,Person,North America,United States,Washington
5924,Connor M Gonzales,1978-11-09,Single,Male,2004-06-08,Person,North America,United States,Washington
